filename,p1,p2,dice1,dice2,abs_dice_diff,box_iou
1007_pid-112847_pituitary.png,P06,P08,0.0,0.0,0.0,0.7269559708584099
1007_pid-112847_pituitary.png,P06,P09,0.0,0.0,0.0,0.854087010437119
1007_pid-112847_pituitary.png,P06,P10,0.0,0.0,0.0,0.7440608172315489
1007_pid-112847_pituitary.png,P06,P11,0.0,0.0,0.0,0.6790508897908211
1007_pid-112847_pituitary.png,P06,P12,0.0,0.0,0.0,0.8880353572556035
1007_pid-112847_pituitary.png,P06,P13,0.0,0.0,0.0,0.816169495098556
1007_pid-112847_pituitary.png,P06,P14,0.0,0.0,0.0,0.8126544204533247
1007_pid-112847_pituitary.png,P06,P15,0.0,0.0,0.0,0.8220864574655188
1007_pid-112847_pituitary.png,P06,P16,0.0,0.0,0.0,0.7315478044222984
1007_pid-112847_pituitary.png,P06,P17,0.0,0.0,0.0,0.9595917946603443
1007_pid-112847_pituitary.png,P06,P18,0.0,0.0,0.0,0.816169495098556
1007_pid-112847_pituitary.png,P06,P19,0.0,0.0,0.0,0.8261422472522482
1007_pid-112847_pituitary.png,P06,P20,0.0,0.0,0.0,0.8184637651194046
1007_pid-112847_pituitary.png,P07,P08,0.0,0.0,0.0,0.8162863431020503
1007_pid-112847_pituitary.png,P07,P09,0.0,0.0,0.0,0.9207920792079208
1007_pid-112847_pituitary.png,P07,P10,0.0,0.0,0.0,0.8350515463917526
1007_pid-112847_pituitary.png,P07,P11,0.0,0.0,0.0,0.7599908914949334
1007_pid-112847_pituitary.png,P07,P12,0.0,0.0,0.0,0.7168141592920354
1007_pid-112847_pituitary.png,P07,P13,0.0,0.0,0.0,0.9175257731958762
1007_pid-112847_pituitary.png,P07,P14,0.0,0.0,0.0,0.8762886597938144
1007_pid-112847_pituitary.png,P07,P15,0.0,0.0,0.0,0.7347814182714246
1007_pid-112847_pituitary.png,P07,P16,0.0,0.0,0.0,0.8196702671972712
1007_pid-112847_pituitary.png,P07,P17,0.0,0.0,0.0,0.8230088495575221
1007_pid-112847_pituitary.png,P07,P18,0.0,0.0,0.0,0.9175257731958762
1007_pid-112847_pituitary.png,P07,P19,0.0,0.0,0.0,0.7372797996959671
1007_pid-112847_pituitary.png,P07,P20,0.0,0.0,0.0,0.9187748156551333
1007_pid-112847_pituitary.png,P08,P09,0.0,0.0,0.0,0.8162863431020503
1007_pid-112847_pituitary.png,P08,P10,0.0,0.0,0.0,0.9309223892726534
1007_pid-112847_pituitary.png,P08,P11,0.0,0.0,0.0,0.8881175990200082
1007_pid-112847_pituitary.png,P08,P12,0.0,0.0,0.0,0.8162863431020503
1007_pid-112847_pituitary.png,P08,P13,0.0,0.0,0.0,0.8490426189005559
1007_pid-112847_pituitary.png,P08,P14,0.0,0.0,0.0,0.8503229074332025
1007_pid-112847_pituitary.png,P08,P15,0.0,0.0,0.0,0.6283764837835312
1007_pid-112847_pituitary.png,P08,P16,0.0,0.0,0.0,0.910934393638171
1007_pid-112847_pituitary.png,P08,P17,0.0,0.0,0.0,0.7264199567054943
1007_pid-112847_pituitary.png,P08,P18,0.0,0.0,0.0,0.8896603964145942
1007_pid-112847_pituitary.png,P08,P19,0.0,0.0,0.0,0.6046407050993794
1007_pid-112847_pituitary.png,P08,P20,0.0,0.0,0.0,0.8509841806545103
1007_pid-112847_pituitary.png,P09,P10,0.0,0.0,0.0,0.8350515463917526
1007_pid-112847_pituitary.png,P09,P11,0.0,0.0,0.0,0.7599908914949334
1007_pid-112847_pituitary.png,P09,P12,0.0,0.0,0.0,0.7798165137614679
1007_pid-112847_pituitary.png,P09,P13,0.0,0.0,0.0,0.9175257731958762
1007_pid-112847_pituitary.png,P09,P14,0.0,0.0,0.0,0.8762886597938144
1007_pid-112847_pituitary.png,P09,P15,0.0,0.0,0.0,0.7347814182714246
1007_pid-112847_pituitary.png,P09,P16,0.0,0.0,0.0,0.8196702671972712
1007_pid-112847_pituitary.png,P09,P17,0.0,0.0,0.0,0.8899082568807339
1007_pid-112847_pituitary.png,P09,P18,0.0,0.0,0.0,0.9175257731958762
1007_pid-112847_pituitary.png,P09,P19,0.0,0.0,0.0,0.7372797996959671
1007_pid-112847_pituitary.png,P09,P20,0.0,0.0,0.0,0.9187748156551333
1007_pid-112847_pituitary.png,P10,P11,0.0,0.0,0.0,0.9070525886669385
1007_pid-112847_pituitary.png,P10,P12,0.0,0.0,0.0,0.797979797979798
1007_pid-112847_pituitary.png,P10,P13,0.0,0.0,0.0,0.9101123595505618
1007_pid-112847_pituitary.png,P10,P14,0.0,0.0,0.0,0.8727341868424389
